age,education.num,occupation,sex,income
63,14,Exec-managerial,Male,>50K
37,10,Craft-repair,Male,<=50K
25,13,?,Male,<=50K
56,7,Farming-fishing,Male,<=50K
32,10,Sales,Male,<=50K
32,11,Prof-specialty,Male,<=50K
35,7,Transport-moving,Male,<=50K
19,10,Adm-clerical,Female,<=50K
41,7,Machine-op-inspct,Male,<=50K
22,6,Transport-moving,Male,<=50K
23,9,Tech-support,Female,<=50K
36,14,Exec-managerial,Male,>50K
27,10,?,Female,<=50K
45,11,Craft-repair,Male,<=50K
23,9,Farming-fishing,Male,<=50K
21,7,Other-service,Female,<=50K
29,13,Sales,Male,>50K
36,11,Tech-support,Male,<=50K
62,8,Craft-repair,Male,>50K
25,10,Exec-managerial,Male,<=50K
34,12,Exec-managerial,Female,<=50K
33,13,Farming-fishing,Male,<=50K
22,10,?,Female,<=50K
28,12,Sales,Male,<=50K
22,10,?,Male,<=50K
47,9,Other-service,Male,>50K
20,6,?,Male,<=50K
34,13,Exec-managerial,Male,<=50K
28,9,Handlers-cleaners,Male,<=50K
22,9,Transport-moving,Male,<=50K
47,10,Other-service,Female,<=50K
33,11,Adm-clerical,Male,<=50K
25,9,Craft-repair,Male,<=50K
36,9,Protective-serv,Male,<=50K
61,13,Prof-specialty,Male,<=50K
57,10,Craft-repair,Male,<=50K
55,16,Prof-specialty,Male,<=50K
20,9,Sales,Female,<=50K
43,9,Sales,Female,<=50K
54,9,Machine-op-inspct,Male,>50K
25,10,Adm-clerical,Female,<=50K
23,10,?,Female,<=50K
17,7,Craft-repair,Male,<=50K
63,4,Other-service,Female,<=50K
19,10,Exec-managerial,Female,<=50K
33,13,Sales,Male,>50K
37,13,Farming-fishing,Male,<=50K
27,4,Transport-moving,Male,<=50K
36,13,Adm-clerical,Male,<=50K
30,9,Exec-managerial,Male,>50K
22,13,Prof-specialty,Male,<=50K
20,9,Handlers-cleaners,Male,<=50K
18,10,Sales,Female,<=50K
21,10,?,Female,<=50K
19,9,Sales,Female,<=50K
34,9,Machine-op-inspct,Male,<=50K
32,10,Adm-clerical,Female,<=50K
20,10,Machine-op-inspct,Male,<=50K
70,4,Other-service,Male,<=50K
57,13,Exec-managerial,Male,>50K
34,11,Machine-op-inspct,Male,<=50K
48,10,Exec-managerial,Male,>50K
42,7,Other-service,Female,<=50K
27,10,Other-service,Male,<=50K
51,6,Other-service,Male,<=50K
36,10,Adm-clerical,Female,<=50K
33,10,Exec-managerial,Male,<=50K
50,10,Farming-fishing,Male,<=50K
39,14,Prof-specialty,Male,>50K
55,5,Farming-fishing,Male,<=50K
24,10,Adm-clerical,Female,<=50K
35,9,Sales,Male,<=50K
32,8,Craft-repair,Male,<=50K
29,7,Transport-moving,Male,<=50K
24,13,Sales,Male,<=50K
61,5,Machine-op-inspct,Male,<=50K
34,9,Machine-op-inspct,Male,>50K
20,10,?,Male,<=50K
41,9,Sales,Female,<=50K
36,9,Farming-fishing,Male,<=50K
61,9,Craft-repair,Male,>50K
35,15,Sales,Male,<=50K
42,13,Exec-managerial,Male,>50K
26,13,Tech-support,Male,<=50K
44,10,Other-service,Female,<=50K
31,14,Adm-clerical,Male,<=50K
39,9,Other-service,Male,<=50K
20,10,Tech-support,Female,<=50K
32,10,Craft-repair,Male,<=50K
32,9,Sales,Male,<=50K
61,5,Machine-op-inspct,Male,<=50K
54,10,Adm-clerical,Female,<=50K
23,12,Craft-repair,Male,<=50K
19,9,Sales,Male,<=50K
31,10,Prof-specialty,Male,<=50K
35,3,Handlers-cleaners,Male,<=50K
29,9,Other-service,Female,<=50K
29,9,Protective-serv,Female,<=50K
25,6,Other-service,Female,<=50K
46,13,Sales,Female,<=50K
35,11,Other-service,Female,<=50K
20,6,Sales,Male,<=50K
24,9,Adm-clerical,Female,<=50K
48,9,Adm-clerical,Female,<=50K
37,9,Machine-op-inspct,Female,<=50K
60,9,Sales,Male,<=50K
39,9,Craft-repair,Male,<=50K
29,10,Adm-clerical,Female,<=50K
31,11,Craft-repair,Male,<=50K
26,12,Craft-repair,Male,<=50K
46,11,Protective-serv,Male,<=50K
69,9,?,Male,<=50K
48,9,Machine-op-inspct,Female,<=50K
46,9,Sales,Female,<=50K
39,9,Sales,Female,>50K
50,14,Tech-support,Male,>50K
24,13,Prof-specialty,Female,<=50K
30,11,Tech-support,Female,>50K
29,9,Craft-repair,Male,<=50K
23,7,Transport-moving,Female,<=50K
21,11,?,Male,<=50K
32,6,Craft-repair,Male,<=50K
55,9,Handlers-cleaners,Male,<=50K
41,10,Sales,Male,<=50K
18,7,Adm-clerical,Male,<=50K
74,13,Exec-managerial,Male,<=50K
40,16,Prof-specialty,Male,>50K
27,9,Craft-repair,Male,<=50K
55,9,Adm-clerical,Female,<=50K
52,4,Craft-repair,Male,<=50K
54,10,Sales,Female,<=50K
36,9,Craft-repair,Male,<=50K
76,10,?,Male,<=50K
26,9,Handlers-cleaners,Female,<=50K
18,7,Craft-repair,Male,<=50K
38,9,Exec-managerial,Male,<=50K
19,10,?,Female,<=50K
32,10,Exec-managerial,Male,>50K
57,13,Sales,Male,>50K
20,9,Protective-serv,Male,<=50K
27,10,Adm-clerical,Female,<=50K
60,3,Machine-op-inspct,Female,<=50K
52,9,Craft-repair,Female,<=50K
61,4,Transport-moving,Male,<=50K
57,9,Craft-repair,Male,>50K
19,10,?,Male,<=50K
59,15,Sales,Male,<=50K
34,9,Craft-repair,Male,>50K
31,12,Craft-repair,Male,>50K
42,9,Protective-serv,Male,<=50K
70,10,Adm-clerical,Female,<=50K
47,13,Adm-clerical,Male,>50K
29,10,Transport-moving,Male,>50K
27,7,Handlers-cleaners,Male,<=50K
25,8,Other-service,Female,<=50K
28,9,Other-service,Female,<=50K
35,13,Craft-repair,Male,<=50K
36,10,Craft-repair,Male,>50K
54,14,?,Female,<=50K
46,11,Craft-repair,Male,<=50K
52,11,Other-service,Female,<=50K
65,4,Machine-op-inspct,Male,<=50K
43,11,Machine-op-inspct,Male,<=50K
41,9,Prof-specialty,Female,<=50K
47,13,Exec-managerial,Male,<=50K
49,14,Exec-managerial,Male,>50K
21,10,Other-service,Female,<=50K
20,10,Other-service,Female,<=50K
18,8,Protective-serv,Male,<=50K
27,10,Sales,Male,<=50K
34,9,Craft-repair,Male,<=50K
38,10,Adm-clerical,Female,<=50K
24,9,Adm-clerical,Male,<=50K
34,10,Sales,Male,<=50K
47,9,Machine-op-inspct,Male,>50K
27,9,Exec-managerial,Female,<=50K
63,11,Adm-clerical,Female,<=50K
34,10,Adm-clerical,Male,>50K
25,10,Sales,Male,<=50K
19,10,?,Female,<=50K
35,9,Sales,Female,<=50K
24,10,Transport-moving,Male,>50K
26,10,Adm-clerical,Female,<=50K
59,11,Adm-clerical,Female,<=50K
43,16,Prof-specialty,Female,<=50K
20,10,Other-service,Female,<=50K
41,9,Farming-fishing,Male,<=50K
51,10,Sales,Male,<=50K
27,9,Adm-clerical,Female,<=50K
36,9,Exec-managerial,Male,<=50K
25,10,Farming-fishing,Male,<=50K
55,13,Sales,Male,>50K
22,10,Prof-specialty,Female,<=50K
39,11,Adm-clerical,Female,>50K
40,5,Machine-op-inspct,Female,<=50K
46,9,Exec-managerial,Male,<=50K
54,9,Adm-clerical,Female,<=50K
19,10,Sales,Male,<=50K
24,9,Adm-clerical,Male,<=50K
53,9,?,Male,<=50K
24,14,Prof-specialty,Male,<=50K
29,9,Farming-fishing,Male,<=50K
54,9,?,Male,>50K
21,10,?,Female,<=50K
34,5,Craft-repair,Male,<=50K
56,7,Machine-op-inspct,Female,<=50K
19,6,Sales,Female,<=50K
32,9,Sales,Male,>50K
48,9,Adm-clerical,Female,<=50K
67,14,?,Male,>50K
47,9,Transport-moving,Male,<=50K
52,9,Transport-moving,Male,>50K
40,2,Machine-op-inspct,Female,<=50K
28,6,Craft-repair,Male,<=50K
57,2,Craft-repair,Male,<=50K
51,9,Adm-clerical,Female,<=50K
26,7,?,Female,<=50K
36,13,Prof-specialty,Male,<=50K
33,10,Exec-managerial,Male,>50K
46,13,Craft-repair,Male,>50K
50,9,Adm-clerical,Female,<=50K
33,10,Craft-repair,Male,<=50K
67,9,?,Male,<=50K
35,12,Handlers-cleaners,Female,<=50K
23,6,Craft-repair,Female,<=50K
41,9,Transport-moving,Male,>50K
60,12,Adm-clerical,Male,>50K
32,13,Adm-clerical,Male,<=50K
56,9,Transport-moving,Male,<=50K
45,11,Tech-support,Female,<=50K
24,9,Exec-managerial,Female,>50K
18,6,Handlers-cleaners,Male,<=50K
31,9,Other-service,Male,<=50K
21,10,?,Male,<=50K
23,10,Other-service,Female,<=50K
45,10,Exec-managerial,Male,<=50K
18,7,Sales,Female,<=50K
25,9,Transport-moving,Male,<=50K
31,9,Sales,Male,<=50K
19,9,Machine-op-inspct,Male,<=50K
41,13,Exec-managerial,Male,>50K
74,15,Adm-clerical,Female,<=50K
27,3,Transport-moving,Male,<=50K
23,9,Adm-clerical,Female,<=50K
31,11,Sales,Male,>50K
40,9,Handlers-cleaners,Male,<=50K
41,9,Transport-moving,Male,>50K
25,14,Sales,Male,<=50K
42,9,Craft-repair,Male,<=50K
24,13,Craft-repair,Female,<=50K
42,12,Craft-repair,Male,>50K
45,6,Craft-repair,Male,<=50K
34,11,Craft-repair,Male,<=50K
32,9,Handlers-cleaners,Male,<=50K
54,9,Craft-repair,Male,<=50K
40,10,?,Female,<=50K
55,13,Sales,Male,>50K
66,7,?,Male,<=50K
52,14,Prof-specialty,Male,<=50K
21,10,Adm-clerical,Female,<=50K
33,13,Exec-managerial,Female,>50K
52,11,?,Male,>50K
28,3,Machine-op-inspct,Female,<=50K
27,7,Craft-repair,Male,<=50K
42,13,Prof-specialty,Female,<=50K
27,10,Adm-clerical,Female,<=50K
19,9,Other-service,Female,<=50K
46,10,Craft-repair,Male,<=50K
55,9,Other-service,Female,<=50K
50,4,Sales,Male,<=50K
28,9,Adm-clerical,Female,<=50K
23,9,Adm-clerical,Female,<=50K
43,14,Exec-managerial,Male,<=50K
34,13,Prof-specialty,Male,>50K
19,10,Adm-clerical,Male,<=50K
37,10,Exec-managerial,Male,<=50K
27,13,Adm-clerical,Female,<=50K
18,9,Sales,Female,<=50K
31,10,Adm-clerical,Female,<=50K
49,9,Transport-moving,Male,<=50K
26,15,Prof-specialty,Male,<=50K
48,9,Craft-repair,Male,>50K
39,9,Craft-repair,Male,<=50K
41,9,Machine-op-inspct,Female,<=50K
48,11,Prof-specialty,Female,>50K
70,13,Sales,Male,>50K
20,9,Handlers-cleaners,Male,<=50K
38,3,Other-service,Male,<=50K
37,10,Other-service,Female,<=50K
49,10,Exec-managerial,Female,>50K
43,2,Sales,Male,<=50K
38,15,Prof-specialty,Male,<=50K
18,7,?,Male,<=50K
23,4,Other-service,Male,<=50K
34,9,Craft-repair,Male,<=50K
62,10,?,Male,<=50K
33,10,Adm-clerical,Male,<=50K
31,10,Farming-fishing,Female,<=50K
64,10,Tech-support,Female,<=50K
26,13,Prof-specialty,Male,<=50K
55,10,Prof-specialty,Male,<=50K
61,13,Prof-specialty,Male,<=50K
37,9,Tech-support,Male,>50K
78,13,Exec-managerial,Male,<=50K
27,10,Adm-clerical,Female,<=50K
49,9,Prof-specialty,Male,<=50K
42,13,Transport-moving,Male,<=50K
22,9,?,Female,<=50K
61,5,Craft-repair,Male,<=50K
64,13,Adm-clerical,Male,<=50K
46,9,Other-service,Male,<=50K
24,13,Exec-managerial,Male,<=50K
18,10,Other-service,Male,<=50K
48,9,Sales,Male,<=50K
50,9,Farming-fishing,Male,<=50K
40,14,Prof-specialty,Female,<=50K
56,6,Sales,Male,<=50K
56,13,Sales,Male,<=50K
18,7,Other-service,Male,<=50K
21,10,Other-service,Female,<=50K
40,9,Tech-support,Female,<=50K
27,9,Handlers-cleaners,Male,<=50K
46,9,Sales,Female,<=50K
23,9,Adm-clerical,Female,<=50K
50,10,Tech-support,Male,>50K
19,10,Machine-op-inspct,Male,<=50K
20,9,Other-service,Male,<=50K
24,7,Craft-repair,Male,<=50K
72,11,Adm-clerical,Female,<=50K
42,14,Prof-specialty,Female,>50K
42,13,Sales,Male,<=50K
51,13,Exec-managerial,Male,<=50K
39,9,Sales,Male,>50K
34,10,Sales,Male,>50K
19,7,Handlers-cleaners,Male,<=50K
26,9,Exec-managerial,Female,<=50K
28,14,Prof-specialty,Female,>50K
30,13,Prof-specialty,Male,>50K
32,9,Adm-clerical,Female,<=50K
19,10,Other-service,Female,<=50K
21,9,Other-service,Male,<=50K
54,9,Priv-house-serv,Female,<=50K
62,15,Prof-specialty,Male,>50K
49,10,Exec-managerial,Female,<=50K
32,9,Craft-repair,Male,>50K
37,9,Protective-serv,Male,>50K
58,9,Sales,Female,<=50K
41,9,Exec-managerial,Female,<=50K
47,9,Other-service,Male,<=50K
42,9,Other-service,Male,<=50K
34,9,Machine-op-inspct,Male,<=50K
46,7,Machine-op-inspct,Male,<=50K
32,10,Transport-moving,Male,<=50K
20,5,Machine-op-inspct,Female,<=50K
47,11,Sales,Male,<=50K
55,9,?,Male,<=50K
43,13,Sales,Male,>50K
80,4,Farming-fishing,Male,<=50K
24,10,Other-service,Female,<=50K
22,9,Handlers-cleaners,Male,<=50K
40,10,Exec-managerial,Male,<=50K
48,9,Exec-managerial,Male,>50K
56,9,?,Male,<=50K
34,7,?,Male,<=50K
51,9,Craft-repair,Male,>50K
24,9,Adm-clerical,Female,<=50K
19,9,Other-service,Female,<=50K
34,10,Adm-clerical,Female,<=50K
24,9,Craft-repair,Male,<=50K
41,13,Transport-moving,Male,>50K
24,9,Sales,Female,<=50K
22,10,Protective-serv,Male,<=50K
32,10,Adm-clerical,Female,<=50K
41,13,Exec-managerial,Female,<=50K
20,10,Other-service,Male,<=50K
31,9,Other-service,Male,<=50K
55,13,Tech-support,Male,>50K
26,13,Sales,Male,<=50K
27,9,Transport-moving,Male,<=50K
35,9,Adm-clerical,Female,<=50K
40,9,Other-service,Male,<=50K
59,10,Prof-specialty,Male,<=50K
61,10,Sales,Male,>50K
31,9,Sales,Female,<=50K
43,14,Protective-serv,Male,>50K
54,12,Adm-clerical,Female,<=50K
30,10,Sales,Male,<=50K
20,10,Sales,Female,<=50K
27,14,Prof-specialty,Female,<=50K
44,10,Machine-op-inspct,Male,<=50K
64,10,Adm-clerical,Female,<=50K
55,9,Adm-clerical,Female,<=50K
61,9,Sales,Female,<=50K
28,13,Prof-specialty,Male,<=50K
34,9,Machine-op-inspct,Female,<=50K
26,13,Adm-clerical,Male,<=50K
35,7,Other-service,Male,<=50K
36,13,Prof-specialty,Male,<=50K
47,13,Prof-specialty,Male,>50K
17,7,Other-service,Female,<=50K
35,10,Prof-specialty,Male,<=50K
33,14,Prof-specialty,Male,<=50K
25,12,Adm-clerical,Female,<=50K
18,6,Sales,Male,<=50K
47,14,Prof-specialty,Male,<=50K
44,9,Other-service,Female,<=50K
41,9,Other-service,Female,<=50K
30,13,Adm-clerical,Female,<=50K
53,10,Farming-fishing,Male,<=50K
53,9,Other-service,Female,<=50K
27,13,Sales,Male,<=50K
50,3,Transport-moving,Male,<=50K
36,7,Craft-repair,Male,<=50K
41,2,Machine-op-inspct,Male,>50K
41,14,Prof-specialty,Female,<=50K
31,9,Other-service,Female,<=50K
32,13,Exec-managerial,Male,<=50K
22,10,Machine-op-inspct,Male,<=50K
22,6,Craft-repair,Male,<=50K
18,8,Prof-specialty,Male,<=50K
39,13,Prof-specialty,Male,<=50K
38,9,Exec-managerial,Female,<=50K
35,9,Craft-repair,Male,<=50K
23,10,Machine-op-inspct,Male,<=50K
54,13,Exec-managerial,Male,>50K
36,14,Prof-specialty,Male,>50K
63,9,Exec-managerial,Male,<=50K
39,10,Exec-managerial,Male,<=50K
57,10,Sales,Male,>50K
29,13,Adm-clerical,Female,<=50K
17,7,Sales,Female,<=50K
40,9,Craft-repair,Male,<=50K
69,10,Other-service,Female,<=50K
28,6,Sales,Female,<=50K
38,5,Craft-repair,Male,<=50K
33,13,Adm-clerical,Male,<=50K
50,10,Sales,Male,>50K
48,13,Prof-specialty,Male,<=50K
26,9,?,Female,<=50K
36,10,Exec-managerial,Male,>50K
21,10,Other-service,Female,<=50K
37,12,Farming-fishing,Male,<=50K
20,10,Prof-specialty,Female,<=50K
54,9,Sales,Female,<=50K
28,9,Sales,Female,<=50K
27,10,Prof-specialty,Male,<=50K
33,11,Other-service,Female,<=50K
46,9,?,Male,<=50K
28,7,?,Female,<=50K
17,6,?,Male,<=50K
47,14,Sales,Male,>50K
44,2,Machine-op-inspct,Female,<=50K
25,8,Handlers-cleaners,Male,<=50K
35,13,Prof-specialty,Male,<=50K
29,10,Sales,Female,<=50K
30,9,Machine-op-inspct,Male,<=50K
30,10,Handlers-cleaners,Male,<=50K
56,4,Other-service,Female,<=50K
25,13,Prof-specialty,Male,<=50K
28,9,Handlers-cleaners,Male,<=50K
43,5,Craft-repair,Male,<=50K
47,9,Protective-serv,Male,>50K
46,13,Craft-repair,Male,<=50K
41,14,Prof-specialty,Female,<=50K
29,9,Protective-serv,Male,<=50K
25,3,Craft-repair,Male,<=50K
56,7,Craft-repair,Male,<=50K
31,4,Handlers-cleaners,Male,<=50K
22,7,Other-service,Male,<=50K
31,9,Handlers-cleaners,Male,<=50K
28,10,Adm-clerical,Female,<=50K
53,13,Exec-managerial,Male,<=50K
45,14,Exec-managerial,Female,>50K
71,1,Craft-repair,Male,<=50K
65,9,?,Female,<=50K
19,9,Sales,Female,<=50K
34,13,Prof-specialty,Female,<=50K
36,9,Adm-clerical,Male,<=50K
40,9,Other-service,Female,<=50K
90,10,Adm-clerical,Female,<=50K
56,15,Exec-managerial,Male,<=50K
21,9,Prof-specialty,Female,<=50K
48,13,Exec-managerial,Male,>50K
45,10,Adm-clerical,Female,<=50K
46,9,Machine-op-inspct,Male,>50K
64,6,Other-service,Female,<=50K
29,14,Prof-specialty,Male,<=50K
22,9,Tech-support,Female,<=50K
47,9,Transport-moving,Male,>50K
43,9,Handlers-cleaners,Male,<=50K
42,10,Sales,Male,<=50K
53,7,Other-service,Female,<=50K
17,8,Other-service,Female,<=50K
55,15,Exec-managerial,Male,>50K
28,9,Handlers-cleaners,Male,<=50K
24,10,Sales,Female,<=50K
40,9,Adm-clerical,Female,<=50K
30,14,Adm-clerical,Female,<=50K
24,7,Machine-op-inspct,Female,<=50K
26,14,Sales,Female,<=50K
38,10,Sales,Female,<=50K
30,9,Tech-support,Male,>50K
33,13,Exec-managerial,Male,<=50K
40,9,Sales,Male,>50K
63,9,Farming-fishing,Male,<=50K
23,4,Craft-repair,Male,<=50K
56,9,Craft-repair,Male,<=50K
42,11,Exec-managerial,Male,<=50K
40,9,Craft-repair,Male,<=50K
35,9,Craft-repair,Male,<=50K
52,9,Machine-op-inspct,Female,<=50K
28,13,Adm-clerical,Female,<=50K
35,6,Transport-moving,Male,<=50K
21,10,?,Female,<=50K
43,9,Craft-repair,Male,<=50K
32,11,?,Female,<=50K
29,15,Prof-specialty,Male,>50K
23,13,Machine-op-inspct,Male,<=50K
34,10,Other-service,Male,<=50K
19,9,Other-service,Male,<=50K
47,7,Machine-op-inspct,Female,<=50K
37,10,Farming-fishing,Male,<=50K
25,9,Sales,Female,<=50K
75,10,Exec-managerial,Male,>50K
24,9,Craft-repair,Male,<=50K
28,13,Tech-support,Male,<=50K
17,7,Other-service,Female,<=50K
31,9,Craft-repair,Male,<=50K
31,1,Other-service,Female,<=50K
18,9,?,Male,<=50K
45,13,Prof-specialty,Male,>50K
31,9,Craft-repair,Male,<=50K
27,13,Prof-specialty,Male,>50K
22,9,?,Female,<=50K
34,13,Protective-serv,Male,<=50K
26,9,Machine-op-inspct,Female,<=50K
53,10,Prof-specialty,Male,<=50K
60,13,Exec-managerial,Male,>50K
49,14,Prof-specialty,Female,<=50K
40,10,Exec-managerial,Female,<=50K
48,6,Farming-fishing,Male,<=50K
23,13,Prof-specialty,Male,<=50K
68,4,?,Male,<=50K
42,11,Prof-specialty,Male,>50K
37,9,Farming-fishing,Male,<=50K
27,9,Craft-repair,Female,<=50K
38,10,Exec-managerial,Male,>50K
27,9,Craft-repair,Male,<=50K
75,9,Adm-clerical,Female,<=50K
49,13,Sales,Male,>50K
27,10,Sales,Male,<=50K
36,13,Farming-fishing,Male,<=50K
35,9,Handlers-cleaners,Male,<=50K
36,9,Sales,Male,>50K
53,7,Craft-repair,Male,<=50K
27,10,Adm-clerical,Female,<=50K
61,10,Sales,Male,>50K
29,9,Machine-op-inspct,Male,<=50K
40,10,Adm-clerical,Female,<=50K
37,14,Exec-managerial,Male,>50K
22,5,Handlers-cleaners,Male,<=50K
43,10,Exec-managerial,Male,<=50K
55,9,Farming-fishing,Male,<=50K
28,10,Adm-clerical,Female,<=50K
23,13,Other-service,Female,<=50K
64,7,Craft-repair,Male,>50K
46,10,Handlers-cleaners,Male,<=50K
29,10,Craft-repair,Male,<=50K
44,14,Exec-managerial,Male,<=50K
20,10,Prof-specialty,Male,<=50K
62,10,Sales,Male,<=50K
49,11,Exec-managerial,Female,<=50K
29,6,Farming-fishing,Female,<=50K
35,13,Sales,Male,<=50K
39,7,Transport-moving,Male,<=50K
39,13,Exec-managerial,Male,<=50K
37,9,Machine-op-inspct,Female,<=50K
72,9,?,Male,<=50K
31,4,Machine-op-inspct,Male,<=50K
55,4,Craft-repair,Male,<=50K
38,10,Other-service,Female,<=50K
33,10,Sales,Female,<=50K
25,12,Adm-clerical,Female,<=50K
19,10,?,Male,<=50K
37,11,Tech-support,Female,<=50K
49,10,Tech-support,Male,<=50K
26,9,Craft-repair,Male,<=50K
35,9,Craft-repair,Male,<=50K
44,9,Sales,Female,<=50K
37,14,Exec-managerial,Male,>50K
42,13,Prof-specialty,Male,>50K
28,9,Handlers-cleaners,Male,>50K
40,13,Adm-clerical,Male,<=50K
55,13,Prof-specialty,Male,>50K
21,9,Farming-fishing,Male,<=50K
49,10,Exec-managerial,Female,<=50K
51,16,Prof-specialty,Male,>50K
51,13,Craft-repair,Male,>50K
38,6,Craft-repair,Male,<=50K
45,9,Craft-repair,Male,<=50K
28,9,Machine-op-inspct,Male,<=50K
22,10,Other-service,Male,<=50K
28,14,Exec-managerial,Male,<=50K
60,9,Machine-op-inspct,Female,<=50K
47,10,Craft-repair,Male,>50K
40,9,?,Male,<=50K
30,9,Adm-clerical,Male,<=50K
61,14,Sales,Male,>50K
71,13,Prof-specialty,Female,<=50K
42,9,Adm-clerical,Female,<=50K
44,8,Craft-repair,Male,<=50K
46,10,Sales,Male,>50K
50,15,Exec-managerial,Female,>50K
27,13,Prof-specialty,Male,<=50K
40,11,?,Male,<=50K
21,10,Adm-clerical,Female,<=50K
25,9,Handlers-cleaners,Male,<=50K
54,10,Adm-clerical,Male,<=50K
31,13,Sales,Male,<=50K
53,10,Farming-fishing,Male,<=50K
48,13,Sales,Female,<=50K
30,10,Transport-moving,Male,>50K
35,9,Handlers-cleaners,Male,<=50K
42,9,Exec-managerial,Male,<=50K
34,9,Machine-op-inspct,Male,<=50K
59,9,Sales,Male,>50K
69,6,Exec-managerial,Male,<=50K
29,10,Adm-clerical,Female,<=50K
40,9,Transport-moving,Male,<=50K
21,10,Other-service,Male,<=50K
40,12,Prof-specialty,Female,<=50K
43,10,Craft-repair,Male,<=50K
36,9,Handlers-cleaners,Male,<=50K
41,9,Prof-specialty,Male,>50K
72,9,?,Male,<=50K
20,10,Transport-moving,Male,<=50K
41,13,Adm-clerical,Female,<=50K
34,10,Exec-managerial,Male,<=50K
48,7,Other-service,Female,<=50K
27,9,Exec-managerial,Female,<=50K
28,9,?,Male,<=50K
27,9,Craft-repair,Male,<=50K
20,10,Sales,Male,<=50K
18,10,Sales,Female,<=50K
32,13,Sales,Male,<=50K
38,14,Exec-managerial,Male,>50K
23,10,Other-service,Male,<=50K
28,13,Exec-managerial,Male,>50K
40,15,Prof-specialty,Male,>50K
35,9,Machine-op-inspct,Female,<=50K
74,10,Exec-managerial,Male,<=50K
28,9,Craft-repair,Male,<=50K
23,10,Handlers-cleaners,Male,<=50K
44,9,Machine-op-inspct,Female,<=50K
46,9,Adm-clerical,Female,<=50K
20,10,?,Male,<=50K
40,10,Adm-clerical,Female,<=50K
48,13,Exec-managerial,Male,>50K
46,13,Prof-specialty,Female,<=50K
48,13,Exec-managerial,Male,>50K
22,9,?,Female,<=50K
24,13,Prof-specialty,Female,<=50K
45,10,Prof-specialty,Female,<=50K
18,8,Sales,Female,<=50K
39,9,Machine-op-inspct,Male,<=50K
22,10,Machine-op-inspct,Female,<=50K
20,10,Other-service,Female,<=50K
28,10,Sales,Male,<=50K
61,16,Prof-specialty,Male,>50K
18,10,Sales,Female,<=50K
24,13,Prof-specialty,Male,<=50K
45,16,Prof-specialty,Male,>50K
24,9,Adm-clerical,Male,<=50K
20,10,Other-service,Male,<=50K
52,13,Sales,Male,<=50K
19,3,Farming-fishing,Male,<=50K
35,13,?,Male,<=50K
54,10,Adm-clerical,Female,<=50K
21,10,Craft-repair,Male,<=50K
26,9,Adm-clerical,Female,>50K
42,11,Adm-clerical,Female,<=50K
19,10,Adm-clerical,Female,<=50K
44,9,Adm-clerical,Male,<=50K
25,13,Exec-managerial,Male,<=50K
26,10,Machine-op-inspct,Male,<=50K
64,12,Prof-specialty,Female,>50K
41,7,Other-service,Female,<=50K
25,10,?,Male,<=50K
43,10,Transport-moving,Male,<=50K
48,13,Prof-specialty,Male,>50K
60,9,Transport-moving,Male,<=50K
45,10,Farming-fishing,Male,<=50K
37,9,Adm-clerical,Female,<=50K
22,10,Adm-clerical,Male,<=50K
44,9,Craft-repair,Male,>50K
27,9,Craft-repair,Male,<=50K
47,9,Craft-repair,Male,<=50K
40,13,Exec-managerial,Male,>50K
41,9,Sales,Male,<=50K
32,6,?,Female,<=50K
26,13,Prof-specialty,Female,<=50K
47,10,Exec-managerial,Male,<=50K
55,9,Exec-managerial,Male,<=50K
38,9,Handlers-cleaners,Male,<=50K
24,13,Prof-specialty,Male,<=50K
64,16,Exec-managerial,Male,>50K
56,13,Prof-specialty,Male,>50K
41,9,Sales,Male,>50K
33,15,Prof-specialty,Male,>50K
21,10,Other-service,Male,<=50K
59,9,Craft-repair,Male,<=50K
58,11,Exec-managerial,Male,>50K
43,14,Prof-specialty,Male,<=50K
21,9,Craft-repair,Male,<=50K
45,9,Machine-op-inspct,Male,<=50K
53,9,Exec-managerial,Female,>50K
41,15,Adm-clerical,Male,>50K
27,6,Exec-managerial,Female,<=50K
53,10,Craft-repair,Male,>50K
38,14,Prof-specialty,Male,>50K
31,13,Exec-managerial,Male,>50K
41,9,Transport-moving,Male,<=50K
22,10,Adm-clerical,Female,<=50K
43,14,Sales,Male,<=50K
41,10,Prof-specialty,Male,<=50K
27,10,Handlers-cleaners,Female,<=50K
41,10,Exec-managerial,Male,<=50K
49,13,Adm-clerical,Female,>50K
20,9,Handlers-cleaners,Male,<=50K
58,9,Other-service,Female,<=50K
35,8,Other-service,Female,<=50K
30,9,Protective-serv,Male,>50K
21,9,Craft-repair,Male,<=50K
29,12,Machine-op-inspct,Male,<=50K
40,9,Sales,Female,<=50K
54,13,Prof-specialty,Female,>50K
35,13,Sales,Male,>50K
35,13,Sales,Male,<=50K
40,13,Other-service,Female,<=50K
59,9,Sales,Female,<=50K
43,10,Machine-op-inspct,Male,<=50K
39,6,Craft-repair,Male,>50K
51,4,Machine-op-inspct,Female,<=50K
33,8,Machine-op-inspct,Female,<=50K
28,9,Other-service,Male,<=50K
30,9,Sales,Male,<=50K
20,3,Farming-fishing,Male,<=50K
51,9,Sales,Male,<=50K
39,9,Machine-op-inspct,Female,>50K
62,10,Sales,Male,>50K
37,9,Exec-managerial,Male,<=50K
28,5,Machine-op-inspct,Male,<=50K
23,9,Sales,Male,<=50K
